fire_area,soi,max_t_bne,max_t_mel,max_t_cns,max_t_pth,max_t_syd,sin_signal,cos_signal,year
151.22000000000008,7.7,30.0,21.9,28.8,30.9,27.4,-0.3697245428906732,0.9291414114031743,2000
668.1099999999999,7.7,34.0,23.6,24.8,28.1,22.9,-0.3536761221763721,0.935367949313148,2000
115.96999999999998,7.7,30.0,31.3,28.7,29.0,26.3,-0.33752289959411347,0.941317317512847,2000
280.94,7.7,30.0,32.3,28.8,30.9,32.7,-0.32126966169236515,0.946987753076075,2000
252.01000000000002,7.7,31.0,26.0,25.7,34.7,37.6,-0.3049212246562894,0.9523775757303973,2000
142.67999999999998,7.7,31.0,22.6,28.8,32.2,28.1,-0.288482432880609,0.9574851883550393,2000
44.64,7.7,30.0,21.2,29.8,34.3,23.6,-0.27195815753410607,0.9623090774541485,2000
57.88,7.7,27.0,23.3,29.5,35.6,25.5,-0.2553532951161872,0.9668478136052775,2000
67.21,7.7,30.0,26.3,29.9,27.6,25.5,-0.23867276600594997,0.9711000518829505,2000
163.78999999999996,7.7,29.0,38.4,30.9,31.0,27.2,-0.22192151300416588,0.9750645322571947,2000
117.70999999999998,7.7,29.0,26.0,29.6,29.8,29.1,-0.20510449986861926,0.9787400799669153,2000
216.53,7.7,29.0,35.3,27.7,28.0,28.1,-0.1882267098432448,0.9821256058680005,2000
246.29,7.7,29.0,27.8,28.0,22.6,32.9,-0.1712931441814778,0.9852201067560606,2000
259.81,7.7,29.0,40.0,30.4,20.4,31.6,-0.154308820664281,0.9880226656636976,2000
294.1500000000001,7.7,29.0,25.0,30.3,22.0,39.4,-0.13727877211326517,0.9905324521322227,2000
416.75000000000006,7.7,30.0,26.5,29.8,27.9,28.7,-0.12020804489935275,0.9927487224577402,2000
368.56,7.7,32.0,25.6,30.0,34.8,36.5,-0.10310169744743544,0.9946708199115211,2000
450.04,7.7,33.0,24.1,29.5,37.6,34.4,-0.0859647987374467,0.9962981749346077,2000
432.25,7.7,34.0,25.1,29.7,38.3,32.7,-0.06880242680231975,0.9976303053065857,2000
444.30999999999995,7.7,31.0,17.5,31.1,40.3,34.2,-0.05161966722325418,0.9986668162884759,2000
888.6099999999999,7.7,25.0,17.7,30.7,28.0,23.8,-0.034421611622745804,0.9994074007397048,2000
1265.21,7.7,25.0,20.2,30.8,23.6,25.0,-0.01721335615583528,0.9998518392091162,2000
718.5799999999999,7.7,28.0,19.6,29.4,26.8,23.8,-2.4492935982947064e-16,1.0,2000
871.77,7.7,28.0,32.1,31.1,28.5,23.8,0.017213356155834792,0.9998518392091162,2000
1111.23,8.4,27.0,34.7,27.8,26.1,26.1,0.017213356155834685,0.9998518392091162,2001
1728.46,8.4,28.0,38.5,26.1,25.7,28.5,0.03442161162274574,0.9994074007397048,2001
1064.56,8.4,29.0,31.1,30.0,25.3,32.8,0.051619667223253764,0.998666816288476,2001
1702.58,8.4,29.0,37.3,28.4,29.2,31.8,0.06880242680231986,0.9976303053065857,2001
1159.24,8.4,29.0,19.9,29.3,35.2,31.1,0.08596479873744647,0.9962981749346078,2001
1254.65,8.4,29.0,21.6,29.5,32.9,28.3,0.10310169744743485,0.9946708199115211,2001
628.5799999999999,8.4,31.0,23.8,30.1,30.7,25.4,0.1202080448993527,0.9927487224577402,2001
656.9,8.4,30.0,26.7,30.6,36.7,24.3,0.13727877211326478,0.9905324521322229,2001
1056.95,8.4,31.0,29.5,30.5,31.6,21.9,0.15430882066428114,0.9880226656636976,2001
1219.87,8.4,29.0,35.3,29.4,31.8,24.0,0.1712931441814776,0.9852201067560606,2001
1069.77,8.4,28.0,40.4,31.5,32.4,27.2,0.18822670984324422,0.9821256058680006,2001
2082.82,8.4,30.0,24.2,30.6,28.3,32.2,0.2051044998686192,0.9787400799669153,2001
1480.8200000000002,8.4,31.0,29.5,31.1,24.4,24.2,0.22192151300416552,0.9750645322571948,2001
1206.36,8.4,31.0,38.8,31.7,25.4,28.0,0.2386727660059501,0.9711000518829505,2001
651.21,8.4,31.0,21.8,29.4,34.4,34.2,0.255353295116187,0.9668478136052775,2001
656.8100000000001,8.4,31.0,20.3,32.0,34.5,23.6,0.2719581575341055,0.9623090774541486,2001
657.99,8.4,31.0,22.0,31.3,33.5,24.3,0.288482432880609,0.9574851883550393,2001
733.6800000000001,8.4,31.0,26.1,31.8,34.8,24.6,0.304921224656289,0.9523775757303975,2001
1582.0400000000002,8.4,29.0,34.7,34.8,26.5,26.0,0.3212696616923644,0.9469877530760753,2001
1117.44,8.4,29.0,36.1,32.2,33.3,28.2,0.3375228995941133,0.9413173175128471,2001
1439.2,8.4,30.0,26.9,30.8,27.3,28.6,0.35367612217637157,0.9353679493131483,2001
1123.9299999999998,8.4,31.0,37.0,32.1,25.9,30.8,0.36972454289067314,0.9291414114031743,2001
2085.67,8.4,32.0,34.9,32.0,24.1,35.8,0.3856634062436071,0.9226395488404876,2001
493.69,8.4,30.6,37.9,33.5,21.7,32.3,0.401487989205973,0.9158642882672872,2001
229.17000000000002,8.4,31.0,33.7,31.3,23.4,29.7,0.4171936026123168,0.9088176373395029,2001
117.30999999999999,8.4,33.0,31.3,30.6,27.5,30.3,0.4327755925504312,0.901501684131884,2001
129.92000000000002,8.4,34.0,28.2,31.3,31.7,29.8,0.4482293417404106,0.893918596519257,2001
69.52999999999999,8.4,35.0,23.9,31.1,33.0,25.0,0.4635502709028509,0.886070621534138,2001
37.85000000000001,8.4,33.0,26.1,31.4,35.7,27.9,0.47873384011578846,0.8779600847008882,2001
59.22,8.4,32.0,22.3,32.3,35.3,25.6,0.4937755501599772,0.869589389346611,2001
5.3999999999999995,8.4,27.0,25.0,31.6,29.0,23.0,0.5086709438521044,0.8609610158889943,2001
50.550000000000004,11.9,25.0,34.7,32.2,22.5,26.3,0.5234156073655503,0.8520775211013093,2001
37.38,11.9,27.0,35.8,33.9,23.9,26.7,0.5380051715382996,0.8429415373547828,2001
151.73,11.9,28.0,38.1,29.3,30.6,27.8,0.5524353131676196,0.8335557718385699,2001
52.29999999999999,11.9,29.0,20.7,31.8,34.3,32.4,0.5667017562911175,0.8239230057575543,2001
20.42,11.9,30.0,23.5,27.7,36.4,26.3,0.5808002734538008,0.8140460935082179,2001
91.83,11.9,29.0,33.2,30.5,26.5,23.1,0.5947266869607633,0.8039279618328213,2001
41.97,11.9,29.0,36.3,29.6,23.8,25.6,0.6084768701151261,0.7935716089521474,2001
39.949999999999996,11.9,25.0,37.5,28.2,28.7,27.8,0.6220467484408675,0.7829801036770629,2001
22.480000000000004,11.9,29.0,22.8,30.2,33.0,30.5,0.6354323008901774,0.7721565844991642,2001
70.79000000000002,11.9,29.0,23.3,28.2,34.2,23.4,0.6486295610349815,0.7611042586607746,2001
46.51,11.9,29.0,26.4,30.5,28.6,23.9,0.6616346182422783,0.7498264012045687,2001
43.49,11.9,29.0,34.1,31.4,29.3,27.8,0.6744436188329455,0.7383263540031065,2001
61.94999999999999,11.9,29.0,26.5,31.8,28.9,35.0,0.687052767223667,0.7266075247685656,2001
61.22,11.9,30.0,23.1,31.3,29.4,24.3,0.6994583270516471,0.7146733860429609,2001
46.9,11.9,30.0,20.8,28.1,33.8,21.5,0.7116566222817747,0.702527474169157,2001
59.62,11.9,27.0,22.5,28.9,32.2,22.0,0.7236440382959124,0.6901733882429719,2001
19.780000000000005,11.9,27.0,30.5,25.8,27.6,23.4,0.7354170229639855,0.6776147890466889,2001
18.29,11.9,27.0,34.4,25.0,25.3,25.4,0.7469720876965552,0.6648553979642865,2001
76.98,11.9,27.0,37.5,28.7,31.4,25.3,0.7583058084785625,0.6518989958787126,2001
34.940000000000005,11.9,29.0,36.8,27.8,27.4,25.7,0.7694148268839378,0.6387494220515272,2001
9.96,11.9,29.0,34.2,30.3,31.4,27.9,0.7802958510707755,0.6254105729852463,2001
75.17999999999998,11.9,31.0,25.2,32.0,33.5,28.3,0.7909456567567772,0.6118864012687244,2001
15.819999999999999,11.9,31.0,24.6,27.5,33.1,28.1,0.8013610881746767,0.5981809144059164,2001
100.02999999999999,11.9,31.0,22.8,27.1,32.4,30.2,0.811539059007361,0.5842981736283684,2001
88.39,11.9,31.0,23.5,28.5,31.0,27.4,0.8214765533024142,0.5702422926917871,2001
177.62000000000003,11.9,32.0,35.0,29.5,31.2,28.4,0.831170626365808,0.5560174366570445,2001
165.89000000000001,11.9,34.0,26.6,28.6,32.7,29.3,0.8406184056344782,0.5416278206559814,2001
135.64,11.9,31.0,26.4,29.9,32.2,32.7,0.8498170915275278,0.5270777086423722,2001
105.28000000000002,6.7,32.0,25.7,31.8,34.4,23.6,0.8587639582758029,0.5123714121284237,2001
104.37000000000002,6.7,30.0,23.0,32.0,38.7,28.1,0.8674563547295968,0.49751328890718066,2001
37.3,6.7,28.0,28.8,32.0,39.7,23.8,0.8758917051442429,0.48250774176121847,2001
20.700000000000003,6.7,30.0,24.7,29.3,38.9,24.3,0.8840675099433636,0.46735921715800227,2001
39.69,6.7,30.0,29.3,30.5,37.7,25.4,0.8919813464595485,0.45207220393230435,2001
17.66,6.7,29.0,31.6,30.2,38.5,26.1,0.8996308696522433,0.43665123195606403,2001
130.87,6.7,29.0,32.7,30.2,29.2,24.6,0.9070138128026359,0.4211008707960896,2001
79.41,6.7,31.0,31.8,31.3,24.8,26.4,0.9141279881853337,0.40542572835999735,2001
86.92999999999999,6.7,32.0,33.6,30.3,28.3,24.6,0.9209712877166346,0.38963044953078796,2001
42.22,6.7,30.0,30.5,31.4,28.8,26.4,0.9275416835791966,0.37371971479046906,2001
18.54,6.7,29.0,21.8,30.8,29.1,25.1,0.9338372288229251,0.3576982388331257,2001
96.85000000000001,6.7,30.0,20.4,30.8,27.6,28.0,0.9398560579418954,0.3415707691678556,2001
50.980000000000004,6.7,32.0,21.5,31.3,29.4,23.1,0.9455963874271425,0.32534208471198034,2001
99.43,6.7,28.0,23.0,32.7,27.6,25.2,0.9510565162951535,0.30901699437494745,2001
76.39999999999999,6.7,28.0,30.4,29.5,21.8,26.5,0.9562348265919056,0.2926003356333486,2001
23.8,6.7,27.0,28.6,32.1,23.0,26.9,0.9611297838723007,0.27609697309746906,2001
90.11,6.7,29.0,19.0,31.7,28.2,25.5,0.9657399376548549,0.2595117970697999,2001
33.81,6.7,33.0,19.6,31.5,26.0,24.3,0.970063921851507,0.24284972209593583,2001
68.23,6.7,30.0,21.1,30.3,24.1,25.8,0.9741004551724205,0.22611568550828828,2001
35.260000000000005,6.7,31.0,27.3,30.3,25.5,27.3,0.9778483415056568,0.2093146459630487,2001
10.35,6.7,31.0,20.8,30.9,27.5,26.1,0.9813064702716093,0.19245158197082998,2001
51.010000000000005,6.7,32.0,16.6,30.4,25.3,25.6,0.9844738167520922,0.1755314904214282,2001
22.49,6.7,32.0,19.9,31.2,21.6,29.7,0.9873494423939864,0.15855938510313455,2001
56.93000000000001,6.7,31.0,21.0,31.3,22.6,26.0,0.989932495087353,0.14154029521704323,2001
92.00999999999999,6.7,32.0,21.9,31.4,23.9,24.2,0.9922222094179323,0.12447926388678937,2001
48.12,6.7,32.0,22.3,32.7,29.4,28.1,0.994217906893952,0.10738134666416309,2001
106.11,6.7,28.0,18.0,33.0,32.7,27.5,0.995918996147179,0.09025161003104117,2001
222.95000000000002,6.7,29.0,16.0,30.8,32.5,19.5,0.9973249731081555,0.07309512989807755,2001
151.02999999999997,6.7,27.0,16.9,31.1,33.3,22.0,0.9984354211555643,0.05591699010060326,2001
189.97,6.7,26.0,25.5,27.4,28.7,23.1,0.9992500112396835,0.03872228089217446,2001
153.87,6.7,26.0,28.3,29.1,28.5,24.0,0.9997685019798909,0.021516097436222254,2001
136.32,0.3,27.0,20.1,25.3,33.6,26.4,0.9999907397361901,0.004303538296244289,2001
154.84000000000003,0.3,27.0,16.8,29.3,29.8,24.2,0.9999166586547379,-0.012910296075009042,2001
231.42000000000002,0.3,28.0,19.7,28.5,26.7,20.7,0.9995462806873573,-0.030120304846908114,2001
838.0700000000002,0.3,26.0,24.4,29.4,36.2,25.2,0.9988797155850336,-0.04732138832243185,2001
593.71,0.3,27.0,21.8,29.2,28.7,23.5,0.9979171608653922,-0.06450844944931623,2001
176.38000000000008,0.3,27.0,27.9,29.0,23.4,27.0,0.9966589017541702,-0.08167639533042241,2001
73.08999999999999,0.3,27.0,24.7,26.5,21.6,26.5,0.9951053111006976,-0.09882013873287143,2001
95.98,0.3,26.0,23.7,29.0,24.4,25.1,0.9932568492674143,-0.11593459959550041,2001
185.06000000000003,0.3,27.0,20.6,29.8,27.8,24.3,0.9911140639934547,-0.1330147065341959,2001
864.8400000000001,0.3,28.0,17.8,29.3,27.3,21.2,0.9886775902323405,-0.1500553983446526,2001
446.4800000000001,0.3,30.0,16.4,30.3,29.1,27.9,0.9859481499638304,-0.16705162550211902,2001
579.3000000000001,0.3,27.0,16.8,29.5,32.0,17.8,0.9829265519799822,-0.18399835165768005,2001
108.5,0.3,24.0,23.8,29.6,25.3,19.8,0.9796136916454901,-0.20089055513063525,2001
183.17000000000002,0.3,25.0,24.4,28.4,25.9,24.2,0.9760105506323683,-0.21772323039653177,2001
222.62,0.3,27.0,27.9,28.7,29.1,27.6,0.9721181966290613,-0.23449138957040963,2001
185.32000000000002,0.3,27.0,28.4,27.0,26.1,26.3,0.9679377830240643,-0.2511900638848191,2001
189.04,0.3,27.0,22.1,28.7,23.5,29.0,0.9634705485641488,-0.2678143051621742,2001
368.45000000000005,0.3,27.0,25.6,28.6,23.8,25.4,0.9587178169872964,-0.2843591872810036,2001
204.93999999999994,0.3,28.0,17.5,28.8,26.2,29.9,0.9536809966304456,-0.30081980763566757,2001
126.91000000000001,0.3,28.0,16.5,29.4,26.5,20.3,0.9483615800121716,-0.3171912885891059,2001
127.19,0.3,25.0,17.7,28.9,29.3,19.1,0.9427611433904207,-0.3334687789181868,2001
140.21,0.3,25.0,15.7,29.0,29.4,19.8,0.9368813462954315,-0.3496474552512284,2001
156.94,0.3,27.0,14.7,29.8,22.0,22.8,0.9307239310379793,-0.3657225234972692,2001
252.73000000000002,0.3,27.0,16.9,30.2,21.8,22.9,0.9242907221930933,-0.38168922026665897,2001
332.1200000000001,0.3,29.0,16.4,30.5,19.7,23.7,0.9175836260593938,-0.3975428142825558,2001
441.75,0.3,29.0,22.0,30.8,22.1,23.3,0.9106046300942163,-0.4132786077829042,2001
406.9399999999999,0.3,27.0,14.4,29.9,24.6,24.8,0.9033558023246845,-0.4288919379124835,2001
226.12,0.3,28.0,15.5,30.2,25.9,20.3,0.895839290734909,-0.4443781781046132,2001
507.7900000000001,0.3,26.0,17.2,29.3,27.5,19.4,0.8880573226294932,-0.45973273945210397,2001
352.69,0.3,25.0,18.4,29.2,24.7,19.7,0.8800122039735357,-0.47495107206704995,2001
513.4300000000001,-9.0,26.0,18.7,29.5,24.0,19.5,0.8717063187093218,-0.49002866642905923,2001
469.3800000000001,-9.0,27.0,15.3,30.1,25.1,19.1,0.8631421280499114,-0.5049610547215204,2001
364.0,-9.0,27.0,18.3,27.3,23.3,19.7,0.854322169749827,-0.5197438121555155,2001
291.96000000000004,-9.0,27.0,19.4,29.4,25.3,21.6,0.8452490573530633,-0.5343725582809787,2001
335.12000000000006,-9.0,28.0,16.6,29.4,26.1,19.1,0.835925479418637,-0.548842958284719,2001
236.61,-9.0,26.0,17.1,30.0,22.9,18.5,0.8263541987239096,-0.5631507242749186,2001
392.99,-9.0,23.0,17.6,28.2,22.8,17.0,0.8165380514459161,-0.5772916165517272,2001
237.55999999999997,-9.0,25.0,18.5,28.8,21.8,17.0,0.8064799463209448,-0.5912614448635781,2001
250.61000000000004,-9.0,25.0,17.6,28.5,25.2,18.4,0.7961828637826158,-0.6050560696488488,2001
377.78,-9.0,27.0,15.5,27.7,20.2,18.8,0.7856498550787145,-0.6186714032625031,2001
388.02,-9.0,26.0,15.0,27.3,18.5,19.6,0.7748840413670407,-0.6321034111873487,2001
726.88,-9.0,25.0,14.2,27.5,13.6,18.8,0.7638886127905428,-0.6453481132295501,2001
533.8899999999999,-9.0,25.0,19.0,28.6,18.6,19.7,0.7526668275320084,-0.6584015846980488,2001
357.0400000000001,-9.0,25.0,21.8,28.8,20.0,21.0,0.741222010848596,-0.6712599575675313,2001
286.19000000000005,-9.0,25.0,20.4,28.8,21.3,22.0,0.7295575540864878,-0.6839194216246103,2001
318.5,-9.0,27.0,17.1,29.4,22.8,25.3,0.717676913675962,-0.6963762255968722,2001
199.01999999999998,-9.0,27.0,14.9,29.8,22.2,21.7,0.705583610107178,-0.7086266782644596,2001
390.01,-9.0,26.0,14.7,29.1,20.3,16.3,0.6932812268869777,-0.7206671495538609,2001
521.19,-9.0,23.0,14.6,27.1,17.2,16.3,0.6807734094770165,-0.7324940716135786,2001
660.94,-9.0,19.0,15.0,27.1,20.3,18.5,0.6680638642135338,-0.7441039398713604,2001
509.72,-9.0,20.0,13.3,26.6,22.2,18.3,0.6551563572090853,-0.7554933140726803,2001
353.49,-9.0,23.0,13.9,26.9,23.6,17.2,0.6420547132365637,-0.766658819300159,2001
390.44,-9.0,23.0,13.9,27.2,24.5,19.5,0.6287628145958347,-0.7775971469736267,2001
840.78,-9.0,22.0,14.1,28.0,20.5,18.7,0.615284599963328,-0.7883050558305252,2001
320.66999999999996,-9.0,23.0,17.1,28.3,19.7,19.0,0.6016240632249229,-0.7987793728863647,2001
327.82000000000005,-9.0,24.0,13.4,28.6,20.3,19.9,0.5877852522924732,-0.8090169943749473,2001
444.0500000000002,-9.0,26.0,15.0,28.5,22.6,19.9,0.5737722679043249,-0.8190148866680798,2001
568.75,-9.0,22.0,14.7,28.4,22.9,17.2,0.5595892624101769,-0.8287700871745035,2001
514.5600000000001,-9.0,21.0,15.0,27.2,18.6,15.8,0.5452404385406513,-0.8382797052177741,2001
394.20000000000005,-9.0,23.0,13.2,27.3,19.1,16.8,0.5307300481619337,-0.8475409228928309,2001
318.88000000000005,-9.0,23.0,12.6,27.5,19.1,18.0,0.5160623910158528,-0.8565509959010036,2001
288.8299999999999,1.8,23.0,14.8,27.3,20.3,16.7,0.5012418134457758,-0.865307254363206,2001
242.09,1.8,25.0,15.3,28.0,19.8,20.4,0.4862727071086904,-0.8738071036110806,2001
177.52,1.8,24.0,17.4,26.6,18.1,18.5,0.47115950767386416,-0.8820480249558534,2001
243.94000000000003,1.8,24.0,17.3,27.3,14.3,20.1,0.4559066935084588,-0.8900275764346767,2001
312.2700000000001,1.8,24.0,19.5,27.2,15.1,20.5,0.440518784350495,-0.8977433935342337,2001
384.36999999999995,1.8,24.0,17.4,28.1,17.4,21.4,0.42500033996955416,-0.9051931898913974,2001
117.27000000000001,1.8,24.0,18.3,26.3,17.6,21.8,0.40935595881562176,-0.9123747579707272,2001
102.55000000000001,1.8,24.0,16.9,27.8,13.7,20.9,0.3935902766564671,-0.9192859697186103,2001
56.209999999999994,1.8,26.0,16.6,28.0,15.3,20.5,0.3777079652039649,-0.9259247771938498,2001
156.08,1.8,26.0,16.4,27.5,16.4,19.7,0.36171373072976765,-0.9322892131745133,2001
250.89000000000001,1.8,24.0,12.8,26.6,17.8,19.8,0.3456123126707335,-0.9383773917408641,2001
245.52,1.8,22.0,13.3,27.5,18.9,19.8,0.3294084822245304,-0.9441875088341993,2001
163.81000000000003,1.8,26.0,17.3,27.6,19.9,23.5,0.3131070409358265,-0.9497178427914318,2001
65.47999999999999,1.8,24.0,11.0,26.9,21.7,19.6,0.2967128192734903,-0.9549667548552552,2001
97.33,1.8,18.0,11.0,28.1,24.6,15.6,0.2802306751992163,-0.9599326896597445,2001
309.61,-3.7,22.0,13.9,27.1,15.9,16.9,-0.04302223300453034,-0.99907411510223,2001
114.83000000000001,-3.7,23.0,13.9,26.5,17.2,18.8,-0.060213277365792774,-0.9981855344718586,2001
143.28,-3.7,24.0,11.7,27.5,21.0,15.6,-0.07738647923346277,-0.9970011699250151,2001
52.77,-3.7,19.0,14.6,25.6,19.7,16.3,-0.09453674981719933,-0.9955213724144752,2001
152.62,-3.7,19.0,14.1,24.4,15.2,15.9,-0.11165900712169444,-0.9937465804361781,2001
382.57000000000005,-3.7,20.0,14.5,25.1,17.7,14.2,-0.12874817745258066,-0.99167731989929,2001
152.05,-3.7,21.0,16.2,25.9,17.3,17.3,-0.14579919691987442,-0.9893142039703664,2001
103.08999999999999,-3.7,23.0,13.9,26.1,18.0,16.1,-0.16280701293851646,-0.9866579328916572,2001
117.21000000000004,-3.7,24.0,13.6,27.5,15.5,18.7,-0.17976658572556214,-0.9837092937736098,2001
73.54,-3.7,25.0,15.6,27.4,16.3,20.0,-0.19667288979357622,-0.9804691603616321,2001
143.45000000000005,-3.7,25.0,15.4,27.9,17.7,19.3,-0.2135209154397959,-0.9769384927771817,2001
128.87,-3.7,25.0,14.2,27.6,18.2,18.7,-0.23030567023061196,-0.973118337233262,2001
111.69999999999999,-3.7,24.0,12.5,28.2,18.3,18.1,-0.24702218048093572,-0.9690098257244062,2001
60.330000000000005,-3.7,22.0,13.4,28.3,18.8,16.8,-0.2636654927280072,-0.9646141756912435,2001
59.040000000000006,-3.7,22.0,13.3,27.7,18.7,17.8,-0.2802306751992161,-0.9599326896597445,2001
92.37,-3.7,23.0,13.3,26.9,20.9,16.4,-0.2967128192734901,-0.9549667548552553,2001
107.54,-3.7,23.0,12.9,26.8,21.6,16.3,-0.31310704093582625,-0.9497178427914318,2001
114.06999999999998,-3.7,24.0,11.3,27.0,18.0,17.0,-0.3294084822245298,-0.9441875088341996,2001
351.28999999999996,-3.7,23.0,12.2,26.9,18.8,15.0,-0.3456123126707333,-0.9383773917408642,2001
200.23,-3.7,23.0,12.3,26.3,19.8,15.7,-0.3617137307297674,-0.9322892131745134,2001
219.79999999999998,-3.7,20.0,12.7,27.2,19.7,16.6,-0.37770796520396466,-0.9259247771938499,2001
170.39999999999995,-3.7,23.0,11.3,26.8,23.6,16.7,-0.3935902766564669,-0.9192859697186104,2001
280.38,-3.7,21.0,11.9,26.4,24.8,15.5,-0.40935595881562153,-0.9123747579707273,2001
365.40999999999997,-3.7,19.0,14.4,24.2,17.3,15.0,-0.42500033996955394,-0.9051931898913975,2001
426.72,-3.7,19.0,12.1,25.4,20.5,15.0,-0.4405187843504948,-0.8977433935342338,2001
353.51,-3.7,24.0,12.0,24.5,22.8,15.9,-0.4559066935084586,-0.8900275764346768,2001
333.47,-3.7,24.0,15.6,27.3,17.0,15.2,-0.47115950767386355,-0.8820480249558538,2001
533.49,-3.7,24.0,14.2,27.4,16.0,19.6,-0.4862727071086898,-0.8738071036110809,2001
1007.51,-8.2,25.0,12.2,26.7,16.7,21.3,-0.5012418134457756,-0.8653072543632061,2001
883.9200000000001,-8.2,21.0,13.2,27.2,18.9,15.9,-0.5160623910158526,-0.8565509959010037,2001
688.12,-8.2,21.0,14.5,27.8,15.9,18.9,-0.5307300481619335,-0.847540922892831,2001
392.04,-8.2,21.0,16.0,26.8,17.7,22.1,-0.5452404385406511,-0.8382797052177743,2001
567.61,-8.2,25.0,13.4,27.1,19.6,24.2,-0.5595892624101767,-0.8287700871745036,2001
380.96000000000004,-8.2,27.0,14.0,27.4,17.2,17.8,-0.5737722679043247,-0.81901488666808,2001
478.5299999999999,-8.2,23.0,12.8,27.9,18.1,18.3,-0.587785252292473,-0.8090169943749475,2001
566.45,-8.2,27.0,13.1,28.3,18.8,18.1,-0.6016240632249223,-0.798779372886365,2001
720.9,-8.2,23.0,16.9,28.1,17.4,19.1,-0.6152845999633274,-0.7883050558305257,2001
490.77,-8.2,24.0,17.9,27.9,18.7,21.3,-0.6287628145958345,-0.7775971469736268,2001
581.7,-8.2,22.0,15.2,27.7,19.4,21.6,-0.6420547132365636,-0.7666588193001592,2001
685.96,-8.2,23.0,18.8,27.8,22.2,19.9,-0.655156357209085,-0.7554933140726804,2001
